DATE,Lot Code,Film Manufacturer,PO,Machine,Master Roll 1,Master Roll 2,Weight,Tested By,Lane,Pressure1,Pressure2,Pressure3,Pressure4,Pressure5,Pressure6,PressureAverage,PressureMIN,PressureMAX
2025-10-23,20250803,Hong Kong,284952,Machine 2,222,225,2.0 OZ,YAZMIN P,7,1285.0,1182,1339.0,,,,1268.67,1182,1339
2025-10-23,20250803,Hong Kong,284952,Machine 2,222,225,2.0 OZ,YAZMIN P,10,710.0,1262,847.0,,,,939.67,710,1262
2025-10-23,20250803,Hong Kong,284952,Machine 2,222,225,2.0 OZ,YAZMIN P,9,1178.0,1287,564.0,,,,1009.67,564,1287
2025-10-23,20250803,Hong Kong,284952,Machine 2,222,225,2.0 OZ,YAZMIN P,8,1339.0,1407,1407.0,,,,1384.33,1339,1407
2025-10-23,20250803,Hong Kong,284952,Machine 2,222,225,2.0 OZ,YAZMIN P,2,1286.0,1402,1263.0,,,,1317.0,1263,1402
2025-10-23,20250803,Hong Kong,284952,Machine 2,222,225,2.0 OZ,YAZMIN P,6,969.0,1304,819.0,,,,1030.67,819,1304
2025-10-23,20250803,Hong Kong,284952,Machine 2,222,225,2.0 OZ,YAZMIN P,5,1320.0,1292,950.0,,,,1187.33,950,1320
2025-10-23,20250803,Hong Kong,284952,Machine 2,222,225,2.0 OZ,YAZMIN P,4,921.0,1051,1397.0,,,,1123.0,921,1397
2025-10-23,20250803,Hong Kong,284952,Machine 2,222,225,2.0 OZ,YAZMIN P,3,1263.0,1276,1276.0,,,,1271.67,1263,1276
2025-10-23,20250803,Hong Kong,284952,Machine 2,222,225,2.0 OZ,YAZMIN P,11,559.0,902,763.0,,,,741.33,559,902
2025-10-23,20250803,Hong Kong,284952,Machine 1,223,229,2.0 OZ,YAZMIN P,12,968.0,1413,947.0,,,,1109.33,947,1413
2025-10-23,20250803,Hong Kong,284952,Machine 2,222,225,2.0 OZ,YAZMIN P,12,950.0,619,813.0,,,,794.0,619,950
2025-10-23,20250803,Hong Kong,284952,Machine 2,222,225,2.0 OZ,YAZMIN P,1,1325.0,1325,735.0,,,,1128.33,735,1325
2025-10-23,20250803,Hong Kong,284952,Machine 2,222,225,2.0 OZ,YAZMIN P,2,1319.0,1397,906.0,,,,1207.33,906,1397
2025-10-23,20250803,Hong Kong,284952,Machine 2,222,225,2.0 OZ,YAZMIN P,3,1093.0,1321,1257.0,,,,1223.67,1093,1321
2025-10-23,20250803,Hong Kong,284952,Machine 2,222,225,2.0 OZ,YAZMIN P,4,925.0,1247,964.0,,,,1045.33,925,1247
2025-10-23,20250803,Hong Kong,284952,Machine 2,222,225,2.0 OZ,YAZMIN P,5,957.0,1003,923.0,,,,961.0,923,1003
2025-10-23,20250803,Hong Kong,284952,Machine 2,222,225,2.0 OZ,YAZMIN P,6,1116.0,1029,1029.0,,,,1058.0,1029,1116
2025-10-23,20250803,Hong Kong,284952,Machine 2,222,225,2.0 OZ,YAZMIN P,7,1234.0,1165,1292.0,,,,1230.33,1165,1292
2025-10-23,20250803,Hong Kong,284952,Machine 2,222,225,2.0 OZ,YAZMIN P,8,1292.0,431,431.0,,,,718.0,431,1292
2025-10-23,20250803,Hong Kong,284952,Machine 2,222,225,2.0 OZ,YAZMIN P,9,1290.0,1349,1236.0,,,,1291.67,1236,1349
2025-10-23,20250803,Hong Kong,284952,Machine 2,222,225,2.0 OZ,YAZMIN P,10,1058.0,632,735.0,,,,808.33,632,1058
2025-10-23,20250803,Hong Kong,284952,Machine 2,222,225,2.0 OZ,YAZMIN P,1,1005.0,1005,1249.0,,,,1086.33,1005,1249
2025-10-23,20250803,Hong Kong,284952,Machine 1,227,224,2.0 OZ,YAZMIN P,1,1149.0,862,910.0,,,,973.67,862,1149
2025-10-23,20250803,Hong Kong,284952,Machine 1,223,229,2.0 OZ,YAZMIN P,11,1045.0,1155,1208.0,,,,1136.0,1045,1208
2025-10-23,20250803,Hong Kong,284952,Machine 1,223,229,2.0 OZ,YAZMIN P,10,1240.0,1397,1437.0,,,,1358.0,1240,1437
2025-10-23,20250803,Hong Kong,284952,Machine 2,222,225,2.0 OZ,YAZMIN P,12,502.0,889,996.0,,,,795.67,502,996
2025-10-23,20250803,Hong Kong,284952,Machine 1,223,229,2.0 OZ,YAZMIN P,1,1113.0,1188,1231.0,,,,1177.33,1113,1231
2025-10-23,20250803,Hong Kong,284952,Machine 1,223,229,2.0 OZ,YAZMIN P,2,624.0,548,548.0,,,,573.33,548,624
2025-10-23,20250803,Hong Kong,284952,Machine 1,223,229,2.0 OZ,YAZMIN P,3,700.0,700,1142.0,,,,847.33,700,1142
2025-10-23,20250803,Hong Kong,284952,Machine 1,223,229,2.0 OZ,YAZMIN P,4,1467.0,1207,1302.0,,,,1325.33,1207,1467
2025-10-23,20250803,Hong Kong,284952,Machine 1,223,229,2.0 OZ,YAZMIN P,5,1127.0,1121,950.0,,,,1066.0,950,1127
2025-10-23,20250803,Hong Kong,284952,Machine 1,223,229,2.0 OZ,YAZMIN P,6,1172.0,788,1157.0,,,,1039.0,788,1172
2025-10-23,20250803,Hong Kong,284952,Machine 1,223,229,2.0 OZ,YAZMIN P,7,1251.0,1438,1271.0,,,,1320.0,1251,1438
2025-10-23,20250803,Hong Kong,284952,Machine 1,223,229,2.0 OZ,YAZMIN P,8,1372.0,1372,989.0,,,,1244.33,989,1372
2025-10-23,20250803,Hong Kong,284952,Machine 1,223,229,2.0 OZ,YAZMIN P,9,663.0,1412,1127.0,,,,1067.33,663,1412
2025-10-23,20250803,Hong Kong,284952,Machine 1,223,229,2.0 OZ,YAZMIN P,11,1123.0,906,961.0,,,,996.67,906,1123
2025-10-23,20250803,Hong Kong,284952,Machine 1,223,229,2.0 OZ,YAZMIN P,10,1161.0,1323,1393.0,,,,1292.33,1161,1393
2025-10-23,20250803,Hong Kong,284952,Machine 1,223,229,2.0 OZ,YAZMIN P,12,1068.0,886,644.0,,,,866.0,644,1068
2025-10-23,20250803,Hong Kong,284952,Machine 1,223,229,2.0 OZ,YAZMIN P,1,1113.0,978,1127.0,,,,1072.67,978,1127
2025-10-23,20250803,Hong Kong,284952,Machine 1,223,229,2.0 OZ,YAZMIN P,2,1298.0,697,712.0,,,,902.33,697,1298
2025-10-23,20250803,Hong Kong,284952,Machine 1,223,229,2.0 OZ,YAZMIN P,3,1342.0,1232,506.0,,,,1026.67,506,1342
2025-10-23,20250803,Hong Kong,284952,Machine 1,223,229,2.0 OZ,YAZMIN P,4,1145.0,805,1436.0,,,,1128.67,805,1436
2025-10-23,20250803,Hong Kong,284952,Machine 1,223,229,2.0 OZ,YAZMIN P,5,1243.0,1243,1027.0,,,,1171.0,1027,1243
2025-10-23,20250803,Hong Kong,284952,Machine 1,223,229,2.0 OZ,YAZMIN P,6,1116.0,1121,1194.0,,,,1143.67,1116,1194
2025-10-23,20250803,Hong Kong,284952,Machine 1,223,229,2.0 OZ,YAZMIN P,7,979.0,1395,1229.0,,,,1201.0,979,1395
2025-10-23,20250803,Hong Kong,284952,Machine 1,223,229,2.0 OZ,YAZMIN P,8,1412.0,1332,1381.0,,,,1375.0,1332,1412
2025-10-23,20250803,Hong Kong,284952,Machine 1,223,229,2.0 OZ,YAZMIN P,9,1290.0,537,537.0,,,,788.0,537,1290
2025-10-23,20250803,Hong Kong,284952,Machine 2,222,225,2.0 OZ,YAZMIN P,11,735.0,892,892.0,,,,839.67,735,892
2025-10-23,20250803,Hong Kong,284952,Machine 2,226,221,2.0 OZ,YAZMIN P,1,1127.0,959,1083.0,,,,1056.33,959,1127
2025-10-23,20250803,Hong Kong,284952,Machine 1,227,224,2.0 OZ,YAZMIN P,1,732.0,707,881.0,,,,773.33,707,881
2025-10-23,20250803,Hong Kong,284952,Machine 2,226,221,2.0 OZ,YAZMIN P,2,1176.0,519,1336.0,,,,1010.33,519,1336
2025-10-23,20250803,Hong Kong,284952,Machine 2,226,221,2.0 OZ,YAZMIN P,4,1147.0,868,1369.0,,,,1128.0,868,1369
2025-10-23,20250803,Hong Kong,284952,Machine 2,226,221,2.0 OZ,YAZMIN P,5,1045.0,1349,,,,,1197.0,1045,1349
2025-10-23,20250803,Hong Kong,284952,Machine 2,226,221,2.0 OZ,YAZMIN P,6,843.0,1088,1288.0,,,,1073.0,843,1288
2025-10-23,20250803,Hong Kong,284952,Machine 2,226,221,2.0 OZ,YAZMIN P,7,875.0,601,1144.0,,,,873.33,601,1144
2025-10-23,20250803,Hong Kong,284952,Machine 2,226,221,2.0 OZ,YAZMIN P,8,1169.0,1211,1314.0,,,,1231.33,1169,1314
2025-10-23,20250803,Hong Kong,284952,Machine 2,226,221,2.0 OZ,YAZMIN P,9,1022.0,1022,1175.0,,,,1073.0,1022,1175
2025-10-23,20250803,Hong Kong,284952,Machine 2,226,221,2.0 OZ,YAZMIN P,10,1036.0,1206,1206.0,,,,1149.33,1036,1206
2025-10-23,20250803,Hong Kong,284952,Machine 2,226,221,2.0 OZ,YAZMIN P,11,810.0,1100,1174.0,,,,1028.0,810,1174
2025-10-23,20250803,Hong Kong,284952,Machine 2,226,221,2.0 OZ,YAZMIN P,12,1017.0,1073,1113.0,,,,1067.67,1017,1113
2025-10-23,20250803,Hong Kong,284952,Machine 2,226,221,2.0 OZ,YAZMIN P,1,1083.0,1156,1013.0,,,,1084.0,1013,1156
2025-10-23,20250803,Hong Kong,284952,Machine 2,226,221,2.0 OZ,YAZMIN P,2,1062.0,716,1060.0,,,,946.0,716,1062
2025-10-23,20250803,Hong Kong,284952,Machine 2,226,221,2.0 OZ,YAZMIN P,3,702.0,1029,424.0,,,,718.33,424,1029
2025-10-23,20250803,Hong Kong,284952,Machine 2,226,221,2.0 OZ,YAZMIN P,4,424.0,1102,1201.0,,,,909.0,424,1201
2025-10-23,20250803,Hong Kong,284952,Machine 2,226,221,2.0 OZ,YAZMIN P,5,1257.0,1413,1333.0,,,,1334.33,1257,1413
2025-10-23,20250803,Hong Kong,284952,Machine 2,226,221,2.0 OZ,YAZMIN P,6,1288.0,971,1189.0,,,,1149.33,971,1288
2025-10-23,20250803,Hong Kong,284952,Machine 2,226,221,2.0 OZ,YAZMIN P,8,1316.0,1268,1210.0,,,,1264.67,1210,1316
2025-10-23,20250803,Hong Kong,284952,Machine 2,226,221,2.0 OZ,YAZMIN P,9,963.0,592,1206.0,,,,920.33,592,1206
2025-10-23,20250803,Hong Kong,284952,Machine 2,226,221,2.0 OZ,YAZMIN P,10,482.0,624,857.0,,,,654.33,482,857
2025-10-23,20250803,Hong Kong,284952,Machine 2,226,221,2.0 OZ,YAZMIN P,11,1101.0,1405,865.0,,,,1123.67,865,1405
2025-10-23,20250803,Hong Kong,284952,Machine 2,226,221,2.0 OZ,YAZMIN P,12,865.0,1089,1113.0,,,,1022.33,865,1113
2025-10-23,20250803,Hong Kong,284952,Machine 1,227,224,2.0 OZ,YAZMIN P,2,936.0,968,802.0,,,,902.0,802,968
2025-10-23,20250803,Hong Kong,284952,Machine 2,226,221,2.0 OZ,YAZMIN P,3,730.0,1199,658.0,,,,862.33,658,1199
2025-10-23,20250803,Hong Kong,284952,Machine 2,226,221,2.0 OZ,YAZMIN P,7,1274.0,535,1122.0,,,,977.0,535,1274
2025-10-23,20250803,Hong Kong,284952,Machine 1,227,224,2.0 OZ,YAZMIN P,6,965.0,871,923.0,,,,919.67,871,965
2025-10-23,20250803,Hong Kong,284952,Machine 1,227,224,2.0 OZ,YAZMIN P,2,1136.0,1121,1290.0,,,,1182.33,1121,1290
2025-10-23,20250803,Hong Kong,284952,Machine 1,227,224,2.0 OZ,YAZMIN P,3,964.0,770,735.0,,,,823.0,735,964
2025-10-23,20250803,Hong Kong,284952,Machine 1,227,224,2.0 OZ,YAZMIN P,4,1047.0,1114,929.0,,,,1030.0,929,1114
2025-10-23,20250803,Hong Kong,284952,Machine 1,227,224,2.0 OZ,YAZMIN P,5,917.0,914,881.0,,,,904.0,881,917
2025-10-23,20250803,Hong Kong,284952,Machine 1,227,224,2.0 OZ,YAZMIN P,7,762.0,834,869.0,,,,821.67,762,869
2025-10-23,20250803,Hong Kong,284952,Machine 1,227,224,2.0 OZ,YAZMIN P,8,1114.0,638,1033.0,,,,928.33,638,1114
2025-10-23,20250803,Hong Kong,284952,Machine 1,227,224,2.0 OZ,YAZMIN P,9,998.0,998,1007.0,,,,1001.0,998,1007
2025-10-23,20250803,Hong Kong,284952,Machine 1,227,224,2.0 OZ,YAZMIN P,11,913.0,1112,447.0,,,,824.0,447,1112
2025-10-23,20250803,Hong Kong,284952,Machine 1,227,224,2.0 OZ,YAZMIN P,12,1168.0,1071,1185.0,,,,1141.33,1071,1185
2025-10-23,20250803,Hong Kong,284952,Machine 1,227,224,2.0 OZ,YAZMIN P,10,1154.0,1120,1053.0,,,,1109.0,1053,1154
2025-10-23,20250803,Hong Kong,284952,Machine 1,227,224,2.0 OZ,YAZMIN P,3,1186.0,1024,1177.0,,,,1129.0,1024,1186
2025-10-23,20250803,Hong Kong,284952,Machine 1,227,224,2.0 OZ,YAZMIN P,7,531.0,962,962.0,,,,818.33,531,962
2025-10-23,20250803,Hong Kong,284952,Machine 1,227,224,2.0 OZ,YAZMIN P,11,1008.0,677,997.0,,,,894.0,677,1008
2025-10-23,20250803,Hong Kong,284952,Machine 1,227,224,2.0 OZ,YAZMIN P,10,1214.0,730,635.0,,,,859.67,635,1214
2025-10-23,20250803,Hong Kong,284952,Machine 1,227,224,2.0 OZ,YAZMIN P,4,937.0,931,750.0,,,,872.67,750,937
2025-10-23,20250803,Hong Kong,284952,Machine 1,227,224,2.0 OZ,YAZMIN P,8,1242.0,868,977.0,,,,1029.0,868,1242
2025-10-23,20250803,Hong Kong,284952,Machine 1,227,224,2.0 OZ,YAZMIN P,9,1020.0,1039,1143.0,,,,1067.33,1020,1143
2025-10-23,20250803,Hong Kong,284952,Machine 1,227,224,2.0 OZ,YAZMIN P,6,807.0,825,1298.0,,,,976.67,807,1298
2025-10-23,20250803,Hong Kong,284952,Machine 1,227,224,2.0 OZ,YAZMIN P,5,963.0,1111,1223.0,,,,1099.0,963,1223
2025-10-23,20250803,Hong Kong,284952,Machine 1,227,224,2.0 OZ,YAZMIN P,12,1037.0,1187,1019.0,,,,1081.0,1019,1187
2025-10-22,20250801,Hong Kong,284950,Machine 2,274,276,2.0 OZ,YAZMIN P,9,1090.0,1169,1212.0,,,,1157.0,1090,1212
2025-10-22,20250801,Hong Kong,284950,Machine 2,274,276,2.0 OZ,YAZMIN P,10,1404.0,1402,1340.0,,,,1382.0,1340,1404
2025-10-22,20250801,Hong Kong,284950,Machine 1,279,275,2.0 OZ,YAZMIN P,4,1165.0,1123,908.0,,,,1065.33,908,1165
2025-10-22,20250801,Hong Kong,284950,Machine 2,274,276,2.0 OZ,YAZMIN P,11,1161.0,1425,1414.0,,,,1333.33,1161,1425
2025-10-22,20250801,Hong Kong,284950,Machine 2,274,276,2.0 OZ,YAZMIN P,12,1368.0,1368,1015.0,,,,1250.33,1015,1368
2025-10-22,20250801,Hong Kong,284950,Machine 1,279,275,2.0 OZ,YAZMIN P,1,1405.0,1399,1362.0,,,,1388.67,1362,1405
2025-10-22,20250801,Hong Kong,284950,Machine 1,279,275,2.0 OZ,YAZMIN P,2,1198.0,1092,1285.0,,,,1191.67,1092,1285
2025-10-22,20250801,Hong Kong,284950,Machine 1,279,275,2.0 OZ,YAZMIN P,3,1228.0,1360,1288.0,,,,1292.0,1228,1360
2025-10-22,20250801,Hong Kong,284950,Machine 1,274,276,2.0 OZ,YAZMIN P,1,1346.0,14182,1228.0,,,,5585.33,1228,14182
2025-10-22,20250801,Hong Kong,284950,Machine 1,279,275,2.0 OZ,YAZMIN P,5,1137.0,1137,1266.0,,,,1180.0,1137,1266
2025-10-22,20250801,Hong Kong,284950,Machine 1,279,275,2.0 OZ,YAZMIN P,6,1119.0,846,1140.0,,,,1035.0,846,1140
2025-10-22,20250801,Hong Kong,284950,Machine 1,279,275,2.0 OZ,YAZMIN P,7,1353.0,1349,1419.0,,,,1373.67,1349,1419
2025-10-22,20250801,Hong Kong,284950,Machine 1,279,275,2.0 OZ,YAZMIN P,8,1407.0,1387,1401.0,,,,1398.33,1387,1407
2025-10-22,20250801,Hong Kong,284950,Machine 1,279,275,2.0 OZ,YAZMIN P,9,1386.0,1235,1399.0,,,,1340.0,1235,1399
2025-10-22,20250801,Hong Kong,284950,Machine 2,274,276,2.0 OZ,YAZMIN P,7,1093.0,1409,1430.0,,,,1310.67,1093,1430
2025-10-22,20250801,Hong Kong,284950,Machine 1,279,275,2.0 OZ,YAZMIN P,10,782.0,1319,1319.0,,,,1140.0,782,1319
2025-10-22,20250801,Hong Kong,284950,Machine 2,274,276,2.0 OZ,YAZMIN P,8,1128.0,1445,1322.0,,,,1298.33,1128,1445
2025-10-22,20250801,Hong Kong,284950,Machine 1,274,276,2.0 OZ,YAZMIN P,8,1379.0,1359,1359.0,,,,1365.67,1359,1379
2025-10-22,20250801,Hong Kong,284950,Machine 2,274,276,2.0 OZ,YAZMIN P,6,877.0,1425,1414.0,,,,1238.67,877,1425
2025-10-22,20250801,Hong Kong,284950,Machine 2,274,276,2.0 OZ,YAZMIN P,5,890.0,994,1196.0,,,,1026.67,890,1196
2025-10-22,20250801,Hong Kong,284950,Machine 1,279,275,2.0 OZ,YAZMIN P,12,1371.0,1465,1365.0,,,,1400.33,1365,1465
2025-10-22,20250801,Hong Kong,284950,Machine 1,274,276,2.0 OZ,YAZMIN P,2,1228.0,1466,1143.0,,,,1279.0,1143,1466
2025-10-22,20250801,Hong Kong,284950,Machine 1,274,276,2.0 OZ,YAZMIN P,3,1393.0,1205,1205.0,,,,1267.67,1205,1393
2025-10-22,20250801,Hong Kong,284950,Machine 1,274,276,2.0 OZ,YAZMIN P,4,1460.0,1316,1193.0,,,,1323.0,1193,1460
2025-10-22,20250801,Hong Kong,284950,Machine 1,274,276,2.0 OZ,YAZMIN P,5,1287.0,1299,1450.0,,,,1345.33,1287,1450
2025-10-22,20250801,Hong Kong,284950,Machine 1,274,276,2.0 OZ,YAZMIN P,6,1489.0,1489,981.0,,,,1319.67,981,1489
2025-10-22,20250801,Hong Kong,284950,Machine 1,274,276,2.0 OZ,YAZMIN P,7,843.0,992,1456.0,,,,1097.0,843,1456
2025-10-22,20250801,Hong Kong,284950,Machine 1,274,276,2.0 OZ,YAZMIN P,9,1153.0,1006,1048.0,,,,1069.0,1006,1153
2025-10-22,20250801,Hong Kong,284950,Machine 1,274,276,2.0 OZ,YAZMIN P,10,600.0,1440,1194.0,,,,1078.0,600,1440
2025-10-22,20250801,Hong Kong,284950,Machine 1,274,276,2.0 OZ,YAZMIN P,11,1328.0,1267,1425.0,,,,1340.0,1267,1425
2025-10-22,20250801,Hong Kong,284950,Machine 1,274,276,2.0 OZ,YAZMIN P,12,541.0,1175,1085.0,,,,933.67,541,1175
2025-10-22,20250801,Hong Kong,284950,Machine 2,274,276,2.0 OZ,YAZMIN P,1,1247.0,1267,1026.0,,,,1180.0,1026,1267
2025-10-22,20250801,Hong Kong,284950,Machine 2,274,276,2.0 OZ,YAZMIN P,2,1422.0,1409,1409.0,,,,1413.33,1409,1422
2025-10-22,20250801,Hong Kong,284950,Machine 2,274,276,2.0 OZ,YAZMIN P,3,526.0,1091,1091.0,,,,902.67,526,1091
2025-10-22,20250801,Hong Kong,284950,Machine 2,274,276,2.0 OZ,YAZMIN P,4,1059.0,736,1448.0,,,,1081.0,736,1448
2025-10-22,20250801,Hong Kong,284950,Machine 1,279,275,2.0 OZ,YAZMIN P,11,1362.0,1462,1401.0,,,,1408.33,1362,1462
2025-10-22,20250801,Hong Kong,284950,Machine 2,279,275,2.0 OZ,YAZMIN P,6,1300.0,1151,1361.0,,,,1270.67,1151,1361
2025-10-22,20250801,Hong Kong,284950,Machine 2,279,275,2.0 OZ,YAZMIN P,1,1318.0,1219,1263.0,,,,1266.67,1219,1318
2025-10-22,20250801,Hong Kong,284950,Machine 1,277,273,2.0 OZ,YAZMIN P,8,484.0,538,444.0,,,,488.67,444,538
2025-10-22,20250801,Hong Kong,284950,Machine 1,277,273,2.0 OZ,YAZMIN P,10,1372.0,1340,1137.0,,,,1283.0,1137,1372
2025-10-22,20250801,Hong Kong,284950,Machine 1,277,273,2.0 OZ,YAZMIN P,11,774.0,935,935.0,,,,881.33,774,935
2025-10-22,20250801,Hong Kong,284950,Machine 1,277,273,2.0 OZ,YAZMIN P,12,935.0,935,935.0,,,,935.0,935,935
2025-10-22,20250801,Hong Kong,284950,Machine 2,277,273,2.0 OZ,YAZMIN P,1,1280.0,1357,1239.0,,,,1292.0,1239,1357
2025-10-22,20250801,Hong Kong,284950,Machine 2,277,273,2.0 OZ,YAZMIN P,2,1284.0,1331,955.0,,,,1190.0,955,1331
2025-10-22,20250801,Hong Kong,284950,Machine 2,277,273,2.0 OZ,YAZMIN P,3,894.0,906,1265.0,,,,1021.67,894,1265
2025-10-22,20250801,Hong Kong,284950,Machine 2,277,273,2.0 OZ,YAZMIN P,5,1388.0,1347,1227.0,,,,1320.67,1227,1388
2025-10-22,20250801,Hong Kong,284950,Machine 2,277,273,2.0 OZ,YAZMIN P,6,1063.0,13247,1362.0,,,,5224.0,1063,13247
2025-10-22,20250801,Hong Kong,284950,Machine 2,277,273,2.0 OZ,YAZMIN P,7,1262.0,1207,1111.0,,,,1193.33,1111,1262
2025-10-22,20250801,Hong Kong,284950,Machine 2,277,273,2.0 OZ,YAZMIN P,8,469.0,422,422.0,,,,437.67,422,469
2025-10-22,20250801,Hong Kong,284950,Machine 2,277,273,2.0 OZ,YAZMIN P,9,1279.0,1305,1329.0,,,,1304.33,1279,1329
2025-10-22,20250801,Hong Kong,284950,Machine 2,277,273,2.0 OZ,YAZMIN P,10,1191.0,1323,1166.0,,,,1226.67,1166,1323
2025-10-22,20250801,Hong Kong,284950,Machine 2,277,273,2.0 OZ,YAZMIN P,11,1210.0,478,1269.0,,,,985.67,478,1269
2025-10-22,20250801,Hong Kong,284950,Machine 2,277,273,2.0 OZ,YAZMIN P,12,1296.0,1269,1269.0,,,,1278.0,1269,1296
2025-10-22,20250801,Hong Kong,284950,Machine 2,279,275,2.0 OZ,YAZMIN P,2,1383.0,1192,1239.0,,,,1271.33,1192,1383
2025-10-22,20250801,Hong Kong,284950,Machine 1,277,273,2.0 OZ,YAZMIN P,9,1311.0,1266,1146.0,,,,1241.0,1146,1311
2025-10-22,20250801,Hong Kong,284950,Machine 2,277,273,2.0 OZ,YAZMIN P,4,1243.0,1140,1331.0,,,,1238.0,1140,1331
2025-10-22,20250801,Hong Kong,284950,Machine 1,277,273,2.0 OZ,YAZMIN P,7,1339.0,967,840.0,,,,1048.67,840,1339
2025-10-22,20250801,Hong Kong,284950,Machine 2,279,275,2.0 OZ,YAZMIN P,11,1300.0,1397,1361.0,,,,1352.67,1300,1397
2025-10-22,20250801,Hong Kong,284950,Machine 1,277,273,2.0 OZ,YAZMIN P,6,1110.0,1110,1210.0,,,,1143.33,1110,1210
2025-10-22,20250801,Hong Kong,284950,Machine 2,279,275,2.0 OZ,YAZMIN P,4,599.0,1234,722.0,,,,851.67,599,1234
2025-10-22,20250801,Hong Kong,284950,Machine 2,279,275,2.0 OZ,YAZMIN P,5,1119.0,1224,1061.0,,,,1134.67,1061,1224
2025-10-22,20250801,Hong Kong,284950,Machine 2,279,275,2.0 OZ,YAZMIN P,7,1028.0,1361,1316.0,,,,1235.0,1028,1361
2025-10-22,20250801,Hong Kong,284950,Machine 2,279,275,2.0 OZ,YAZMIN P,8,1384.0,1304,1342.0,,,,1343.33,1304,1384
2025-10-22,20250801,Hong Kong,284950,Machine 2,279,275,2.0 OZ,YAZMIN P,9,1097.0,1318,1257.0,,,,1224.0,1097,1318
2025-10-22,20250801,Hong Kong,284950,Machine 2,279,275,2.0 OZ,YAZMIN P,10,819.0,1259,1229.0,,,,1102.33,819,1259
2025-10-22,20250801,Hong Kong,284950,Machine 2,279,275,2.0 OZ,YAZMIN P,3,1239.0,1288,1083.0,,,,1203.33,1083,1288
2025-10-22,20250801,Hong Kong,284950,Machine 2,279,275,2.0 OZ,YAZMIN P,12,1417.0,1359,1364.0,,,,1380.0,1359,1417
2025-10-22,20250801,Hong Kong,284950,Machine 1,277,273,2.0 OZ,YAZMIN P,1,1063.0,1236,1009.0,,,,1102.67,1009,1236
2025-10-22,20250801,Hong Kong,284950,Machine 1,277,273,2.0 OZ,YAZMIN P,2,1392.0,1059,801.0,,,,1084.0,801,1392
2025-10-22,20250801,Hong Kong,284950,Machine 1,277,273,2.0 OZ,YAZMIN P,3,1316.0,1316,880.0,,,,1170.67,880,1316
2025-10-22,20250801,Hong Kong,284950,Machine 1,277,273,2.0 OZ,YAZMIN P,4,1244.0,1381,1445.0,,,,1356.67,1244,1445
2025-10-22,20250801,Hong Kong,284950,Machine 1,277,273,2.0 OZ,YAZMIN P,5,1435.0,1175,1363.0,,,,1324.33,1175,1435
2025-10-21,20250810,Hong Kong,284960,Machine 2,238,240,2.0 OZ,YAZMIN P,4,1143.0,1391,791.0,,,,1108.33,791,1391
2025-10-21,20250810,Hong Kong,284960,Machine 1,234,236,2.0 OZ,YAZMIN P,9,720.0,748,1328.0,,,,932.0,720,1328
2025-10-21,20250810,Hong Kong,284960,Machine 1,234,236,2.0 OZ,YAZMIN P,10,1328.0,1328,1384.0,,,,1346.67,1328,1384
2025-10-21,20250810,Hong Kong,284960,Machine 1,234,236,2.0 OZ,YAZMIN P,11,1407.0,668,1061.0,,,,1045.33,668,1407
2025-10-21,20250810,Hong Kong,284960,Machine 1,234,236,2.0 OZ,YAZMIN P,12,1374.0,1159,1436.0,,,,1323.0,1159,1436
2025-10-21,20250810,Hong Kong,284960,Machine 2,238,240,2.0 OZ,YAZMIN P,1,448.0,810,870.0,,,,709.33,448,870
2025-10-21,20250810,Hong Kong,284960,Machine 2,238,240,2.0 OZ,YAZMIN P,2,870.0,969,491.0,,,,776.67,491,969
2025-10-21,20250810,Hong Kong,284960,Machine 2,238,240,2.0 OZ,YAZMIN P,3,491.0,1123,1123.0,,,,912.33,491,1123
2025-10-21,20250810,Hong Kong,284960,Machine 2,238,240,2.0 OZ,YAZMIN P,7,1164.0,467,1329.0,,,,986.67,467,1329
2025-10-21,20250810,Hong Kong,284960,Machine 2,238,240,2.0 OZ,YAZMIN P,5,791.0,1265,1295.0,,,,1117.0,791,1295
2025-10-21,20250810,Hong Kong,284960,Machine 2,238,240,2.0 OZ,YAZMIN P,6,1337.0,846,894.0,,,,1025.67,846,1337
2025-10-21,20250810,Hong Kong,284960,Machine 1,234,236,2.0 OZ,YAZMIN P,7,1215.0,1473,1473.0,,,,1387.0,1215,1473
2025-10-21,20250810,Hong Kong,284960,Machine 2,238,240,2.0 OZ,YAZMIN P,8,1082.0,1219,884.0,,,,1061.67,884,1219
2025-10-21,20250810,Hong Kong,284960,Machine 2,238,240,2.0 OZ,YAZMIN P,9,664.0,664,664.0,,,,664.0,664,664
2025-10-21,20250810,Hong Kong,284960,Machine 2,238,240,2.0 OZ,YAZMIN P,10,1336.0,953,953.0,,,,1080.67,953,1336
2025-10-21,20250810,Hong Kong,284960,Machine 2,238,240,2.0 OZ,YAZMIN P,11,953.0,953,1269.0,,,,1058.33,953,1269
2025-10-21,20250810,Hong Kong,284960,Machine 1,234,236,2.0 OZ,YAZMIN P,8,1473.0,1143,791.0,,,,1135.67,791,1473
2025-10-21,20250810,Hong Kong,284960,Machine 1,234,236,2.0 OZ,YAZMIN P,1,674.0,674,487.0,,,,611.67,487,674
2025-10-21,20250810,Hong Kong,284960,Machine 1,234,236,2.0 OZ,YAZMIN P,6,1215.0,1215,1215.0,,,,1215.0,1215,1215
